euid,siteid,treatmentid,sitecode,eucode,State,ACE_mg/g,%OM_LOI,CO2_24hr,M3_Al,M3_As,M3_B,M3_Ba,AA_Ca,M3_Ca,M3_Cd,Texture_Class,M3_Co,M3_Cr,DTPA_Cu,M3_Cu,Salts_mmho/cm,DTPA_Fe,M3_Fe,AA_K,M3_K,AA_Mg,M3_Mg,DTPA_Mn,M3_Mn,M3_Mo,AA_Na,M3_Na,M3_Ni,M3_P,Olsen_P,M3_Pb,pH,M3_S,b_soc,C%_dry_combustion,N%_dry_combustion,DTPA_Zn,M3_Zn,ECEC,C_Mineralization_Pot,OC_H2O_mg/kg,H3A_IN_ppm,H3A_IP_mg/kg,H3A_NH4_mg/kg,H3A_NO3_mg/kg,H3A_OP_mg/kg,H3A_TP_mg/kg,H3A_ICAPAl,H3A_ICAPCa,H3A_ICAPCu,H3A_ICAPFe,H3A_ICAPK,H3A_ICAPMg,H3A_ICAPMn,H3A_ICAPNa,H3A_ICAPS,H3A_ICAPZn,%OM_LOI2,Buffer_pH,WEN_mg/kg,WEON_mg/kg
670,60,259,USKS01,USKS01004,Kansas,3.981595337,2.61230406,25.05225402,675.382,,0.42613,50.128,,2053.45,0.14746,silt loam,0.48867,,,1.1737,0.0627,,106.039,,243.559,,265.103,,40.5823,,,7.30548,1.34214,17.4521,,2.02713,5.11,32.81794,1.404391605,1.404391605,0.136378083,,4.30598,13.13272264,21.610799999999998,114,7.3,10,4.1,3.2,3.6,14,213,489,0.21,95,102,101,6.2,20,4.1,1.43,2.5,7,10.5,6.6
691,60,261,USKS01,USKS01005,Kansas,4.000991465,2.956930905,26.50315677,652.657,,0.38244,58.6332,,1972.59,0.20036,silt loam,0.46447,,,1.26361,0.0705,,109.335,,262.261,,206.161,,42.492,,,3.82966,1.62544,14.1555,,2.12093,4.99,31.42984,1.645632724,1.645632724,0.149107023,,3.16826,12.27008336,22.237199999999998,124,6.8,3,3.2,3.6,3.2,6,189,480,0.2,90,87,82,6.5,18,3.2,0.93,2.9,6.5,10.6,6.2
692,60,261,USKS01,USKS01006,Kansas,4.025261626,3.174255319,30.85586495,658.856,,0.75585,59.2977,,2332.03,0.1846,silt loam,0.5866,1.9524,,1.32144,0.0746,,109.549,,234.593,,263.094,,48.7509,,,7.18375,1.54555,13.1441,,2.41369,5.2,35.71024,1.563790563,1.563790563,0.147144154,,4.48991,14.48536052,22.6896,128,7.6,4.3,3.5,4.1,3.3,8,188,487,0.24,93,74,87,7.8,18,3.4,1.54,3.1,7,13.7,7.8
693,60,261,USKS01,USKS01007,Kansas,4.25968726,3.187322835,23.11771705,680.55,,0.53519,55.5714,,2142.31,0.16579,silt loam,0.53553,,,1.12302,0.0883,,104.825,,225.079,,259.513,,44.6632,,,6.63014,1.37041,16.3467,,2.0937,5.08,33.68444,1.610169329,1.610169329,0.153539944,,4.32122,13.48011899,22.0632,131,7.5,4.4,3,4.6,4.1,8,224,484,0.22,100,74,93,6.7,15,3.9,1.26,3,6.5,13.8,8.4
694,60,261,USKS01,USKS01008,Kansas,3.85835967,2.627881137,26.986791,597.665,,0.46742,46.6327,,2218.74,0.14858,silt loam,0.63741,,,1.0771,0.0752,,87.2526,,201.352,,245.704,,49.5121,,,7.54604,1.15372,11.9447,,2.04238,5.56,33.35824,1.437795422,1.437795422,0.142073687,,3.99819,13.69033214,23.872799999999998,126,8.5,3.6,3.1,5.3,2.5,6,188,548,0.2,81,65,93,7.3,18,3.4,1.22,2.7,6.8,14.3,8.7
679,60,260,USKS01,USKS01009,Kansas,3.882467341,2.702330827,23.11771705,652.862,,0.37413,56.2525,,1914.68,0.20009,silt loam,0.45467,,,1.20679,0.0572,,106.262,,276.416,,201.921,,44.2966,,,3.04684,1.65511,18.7393,,2.0288,5.1,30.72074,1.576167422,1.576167422,0.145381013,,4.81816,11.97808905,17.921999999999997,107,5.3,4.7,2.9,2.5,3.3,8,198,438,0.25,94,91,75,6.2,15,2.9,1.42,2.9,6.4,9.8,6.4
680,60,260,USKS01,USKS01010,Kansas,3.721462944,2.616975089,21.18318,689.493,,0.35774,54.3007,,1865.04,0.1958,silt loam,0.50284,,,1.14288,0.0551,,107.339,,250.219,,212.983,,43.4321,,,3.3286,1.47601,15.7803,,2.33306,4.97,29.86704,1.343966999,1.343966999,0.125980704,,2.94819,11.7561284,17.2608,102,6.1,4.2,2.9,3.2,3.1,7,224,427,0.24,104,88,78,6,14,3.7,0.94,2.8,6.5,8.5,5.3
681,60,260,USKS01,USKS01011,Kansas,3.566410454,2.624077253,21.18318,632.192,0.11098,0.40502,47.769,,2094.3,0.14159,silt loam,0.53424,,,1.07997,0.0587,,95.1125,,192.578,,224.197,,42.0124,,,5.90026,1.20285,13.389,,2.03231,5.3,31.64714,1.353538891,1.353538891,0.132774692,,3.36746,12.85925639,15.172799999999999,118,5.6,3.9,2.9,2.7,2.7,7,209,521,0.19,90,68,89,6,18,3.8,0.95,2.6,6.7,10.3,7
682,60,260,USKS01,USKS01012,Kansas,3.877643625,2.748723404,24.56861973,654.494,,0.50587,47.3528,,2007.46,0.14711,silt loam,0.50615,1.57729,,1.08037,0.0611,,100.576,,207.695,,220.631,,39.8176,,,6.4791,1.19812,17.7161,,2.64201,5.21,31.09734,1.387369218,1.387369218,0.140113691,,3.37504,12.43661911,16.8432,112,4.7,6.2,2.7,2.1,3.8,10,196,443,0.22,88,69,78,5.8,17,3.7,1.07,2.6,6.7,9.9,6.1
703,60,262,USKS01,USKS01013,Kansas,4.164136567,2.958188188,29.8885965,624.59,,0.41467,62.0844,,1994.02,0.24196,silt loam,0.56191,,,1.248,0.0787,,101.48,,345.601,,188.647,,55.5678,,,2.86788,1.56355,19.554,,2.29634,5.2,32.07454,1.73846011,1.73846011,0.157024783,,4.00188,12.4407901,23.420399999999997,126,7.9,3.8,3.2,4.7,3.7,8,216,539,0.21,98,130,86,8.5,16,3.8,1.25,3,6.5,12.3,7.3
704,60,262,USKS01,USKS01014,Kansas,4.254776615,3.123293413,25.05225402,684.023,0.11524,0.44345,56.8218,,2285.82,0.17602,silt loam,0.60629,,,1.31302,0.0742,,111.569,,244.284,,276.918,,48.8897,,,6.76361,1.46923,12.3536,,2.30065,5.24,35.96294,1.678959864,1.678959864,0.155485306,,4.8591,14.39253199,15.799199999999999,134,8,2.1,3.5,4.6,3.3,5,211,531,0.19,97,77,101,6.8,18,3.9,1.56,3.1,6.7,12.2,7.9
705,60,262,USKS01,USKS01015,Kansas,3.815034391,2.822325581,23.60135127,654.505,0.13192,0.43564,48.985,,2316.67,0.1406,silt loam,0.64281,,,1.22052,0.0835,,100.728,,215.87,,273.029,,47.1509,,,6.46768,1.20713,11.7902,,2.13246,5.52,35.09054,1.436490479,1.436490479,0.141237303,,3.75509,14.44022785,22.968,115,8.7,3.2,4.1,4.7,2.4,6,216,530,0.21,90,64,99,6,18,3.8,1.19,2.8,6.7,11.8,6.8
706,60,262,USKS01,USKS01016,Kansas,3.993715837,3.223947368,25.53588825,702.462,,0.39118,51.0699,,2031.85,0.14647,silt loam,0.47455,,,1.1761,0.0821,,105.833,,236.259,,278.135,,40.7289,,,6.93689,1.2961,15.0396,,1.99808,5.06,32.90094,1.5615839,1.5615839,0.151830196,,3.95548,13.11300308,22.9332,134,5.6,3.1,3,2.6,3.2,6,234,426,0.27,109,74,91,5.6,19,4.1,1.16,3,6.6,12.1,8.7
715,60,263,USKS01,USKS01017,Kansas,4.015550223,3.010379253,25.53588825,587.905,,0.44478,54.8725,,2151.35,0.21364,silt loam,0.60979,,,1.20523,0.0895,,98.5241,,327.815,,203.641,,56.3681,,,6.21183,1.49412,21.7699,,2.21925,5.47,34.44904,1.647191641,1.647191641,0.150991202,,8.98724,13.32132096,19.6968,125,7.4,7.9,3.7,3.8,3.9,12,194,580,0.2,90,124,90,8,20,4.7,2.8,3,6.7,12.2,7.5
716,60,263,USKS01,USKS01018,Kansas,4.29163459,3.065395758,31.82313348,619.211,,0.58885,57.722,,2012.48,0.25114,silt loam,0.62871,1.2678,,1.17897,0.0963,,96.2928,,435.11,,209.844,,57.8618,,,4.42049,1.37521,24.6848,,2.48772,5.42,34.27104,1.746739376,1.746739376,0.164655411,,7.21259,12.94598999,36.9576,145,6.7,7.2,4.1,2.6,4.3,11,194,526,0.19,87,154,87,9.1,16,4.6,2.28,3.2,6.7,12.3,9.1
717,60,263,USKS01,USKS01019,Kansas,3.950114412,2.827389538,37.62674441,593.468,0.1,0.53808,45.5247,,2135.74,0.16589,silt loam,0.63468,,,1.07287,0.1042,,92.7931,,284.982,,227.893,,48.5923,,,9.68735,1.14213,21.6399,,2.15662,5.6,35.33734,1.629267917,1.629267917,0.1569143,,11.5642,13.35065284,35.321999999999996,120,7.9,7.9,3.3,4.6,3.6,12,191,564,0.19,82,108,94,8,20,4.7,4.35,3.1,6.8,12.3,7.2
718,60,263,USKS01,USKS01020,Kansas,3.71428203,2.963773484,29.8885965,697.597,,0.48563,53.9092,,2283.01,0.14814,silt loam,0.51193,,,1.201,0.0791,,99.3293,,260.007,,270.732,,40.7993,,,8.84125,1.23348,16.6929,,2.07725,5.48,36.81684,1.455424085,1.455424085,0.145007835,,4.16839,14.37627814,20.323199999999996,130,5.9,5.3,3.5,2.4,3.1,8,211,533,0.18,82,79,99,5.4,19,5.2,1.58,3,6.7,11.6,8
727,60,264,USKS01,USKS01021,Kansas,4.484353848,2.95699187,35.2085732,593.008,,0.46534,56.9564,,2038.88,0.24628,silt loam,0.71337,,,1.22557,0.117,,101.878,,451.661,,191.429,,64.0604,,,4.01728,1.52296,19.4909,,2.43699,5.24,34.94724,1.862511369,1.862511369,0.170602376,,13.632,12.96521898,29.266799999999996,131,8.8,4.6,3.3,5.6,4.1,9,199,571,0.18,92,178,87,10.1,18,5,4,3,6.7,13.2,7
728,60,264,USKS01,USKS01022,Kansas,4.713995419,3.402589517,41.01218414,639.437,,0.52451,53.9154,,2354.49,0.20076,silt loam,0.64482,,,1.21661,0.0919,,102.601,,346.657,,287.138,,54.2464,,,7.53652,1.36038,19.1903,,2.30199,5.28,37.06274,1.5956095,1.5956095,0.152390053,,8.38625,15.0869035,36.2268,156,5.1,6.1,2.4,2.7,3.4,9,193,523,0.2,89,104,98,8.3,19,4.7,2.47,3.5,6.7,13.9,9.6
729,60,264,USKS01,USKS01023,Kansas,3.916263984,3.058590604,32.3067677,663.308,0.10083,0.48475,54.3029,,2215.57,0.16729,silt loam,0.61351,,,1.1276,0.0834,,99.9754,,301.978,,257.209,,49.5491,,,5.90082,1.32375,17.394,,2.1615,5.25,34.51434,1.619630104,1.619630104,0.155291026,,6.17065,14.02122226,26.2392,127,6.2,5.5,3.1,3.2,3.5,9,206,506,0.19,92,95,91,7.6,16,3.9,2.11,3.1,6.7,11.6,7.1
730,60,264,USKS01,USKS01024,Kansas,3.800612136,2.89599681,32.79040193,674.052,0.11542,0.60961,54.619,,2281.93,0.16221,silt loam,0.55297,,,1.14273,0.0795,,93.0998,,321.39,,276.172,,43.4668,,,7.27272,1.24862,13.349,,2.11526,5.31,35.91564,1.561575693,1.561575693,0.15575633,,3.85378,14.56678568,26.8656,131,7.6,7.4,4.3,3.2,3.5,11,252,639,0.2,96,177,121,4.9,20,7.6,0.85,3,6.8,9.7,7.5
743,61,266,USKS02,USKS02001,Kansas,3.244603779,2.237513269,35.0151195,483.059,0.149323,0.781535,55.5823,,3344.74,0.193168,silt loam,1.11795,,,1.36972,0.382,,41.1178,,912.042,,323.007,,126.246,,,2.55142,1.10562,77.0009,,3.56853,6.56,49.08643,1.2838,1.2838,0.11419,,1.43549,21.76508764,30.9372,113,26.2,71.5,8.4,17.8,5.9,77,176,803,0.22,29,315,114,14.8,13,4.8,0.3,2.4,7.2,32.1,10
755,61,267,USKS02,USKS02002,Kansas,3.516831484,2.651516206,19.53882361,522.44,0.129126,0.666894,46.8611,,2571.33,0.198516,silt loam,0.822313,1.00345,,1.30273,0.283,,62.7596,,900.65,,295.845,,104.616,,,6.22303,1.13492,96.7394,,3.84063,6.03,40.62963,1.35394,1.35394,0.11159,,1.8611,17.65844156,23.037599999999998,108,22.7,57.2,5.1,17.6,4.8,62,174,608,0.17,38,307,98,11.4,19,7.9,0.37,2.3,7.2,29.5,9.8
739,61,265,USKS02,USKS02003,Kansas,3.949933243,3.779664447,34.04785098,485.5,,0.770932,56.5217,,2858.16,0.201713,silt loam,1.15332,,,1.37845,0.169,,42.2049,,661.415,,304.76,,129.079,,,2.37592,1.0079,55.1227,,4.1147,6.55,42.66133,1.52915,1.52915,0.12984,,1.47947,18.53673293,24.4296,131,4.2,39,1.5,2.7,6.2,45,164,781,0.12,23,206,111,11.9,12,4.1,0.27,2.8,7.2,13.3,10.5
767,61,268,USKS02,USKS02004,Kansas,4.576963678,2.852613295,24.85880032,539.964,,0.504655,50.8175,,2484.38,0.228573,silt loam,0.864813,,,1.25633,0.292,,61.5651,,906.993,,304.571,,118.781,,,2.34098,1.21176,98.8969,,3.60967,5.74,39.56463,1.49536,1.49536,0.11908,,1.45144,17.29579474,9.465599999999998,119,25.6,55.2,2.5,23.1,6.2,61,188,571,0.15,42,317,101,11.5,12,4.6,0.3,2.5,6.8,32.8,8.4
756,61,267,USKS02,USKS02005,Kansas,3.868979578,3.258307291,27.76060582,481.253,,0.735577,47.7063,,3458.24,0.196853,silt loam,1.08437,,,1.33123,0.4,,42.3508,,905.043,,287.98,,125.333,,,2.34476,1.05091,85.0665,,3.96591,6.73,50.90773,1.39973,1.39973,0.11753,,1.72784,22.02185121,26.796,124,15.4,63.1,2.6,12.8,4.7,68,162,768,0.13,28,286,99,12.5,12,5.2,0.27,2.3,7.2,27.7,13.6
744,61,266,USKS02,USKS02006,Kansas,4.977025996,2.61793701,18.08792086,610.765,0.105134,0.391551,40.1398,,1839.72,0.227399,silt loam,0.613264,,,1.07484,0.201,,88.0473,,826.706,,279.479,,101.563,,,2.99192,1.25356,134.054,,3.27864,5.2,32.34613,1.33763,1.33763,0.11757,,1.43107,13.6603653,19.662,112,11.5,56.8,2.9,8.7,5.3,62,176,367,0.14,52,271,82,10.5,12,3.8,0.26,2.3,6.7,19.8,9.6
740,61,265,USKS02,USKS02007,Kansas,4.198614184,3.446999289,42.75326748,528.714,,0.608143,53.2225,,2591.7,0.204759,silt loam,0.971477,,,1.32861,0.153,,55.0977,,645.499,,317.977,,117.105,,,2.1782,0.966126,76.9535,,3.68441,6.36,39.81783,1.58543,1.58543,0.13017,,1.57546,17.27290485,27.944399999999998,119,3,34.8,1,2,4.3,39,157,557,0.13,33,185,104,11.9,13,3.9,0.32,2.7,7.2,13.6,11.5
768,61,268,USKS02,USKS02008,Kansas,4.167104935,2.241973094,18.57155509,555.479,0.119543,0.449261,43.135,,1739.24,0.199674,silt loam,0.646633,,,1.055,0.153,,73.0541,,766.556,,272.369,,93.7214,,,2.64836,1.27028,87.8072,,2.72256,5.43,27.69143,1.07797,1.07797,0.1145,,1.05078,12.9429882,17.2956,104,12.5,43.2,1.6,10.9,4.3,47,177,361,0.18,54,268,83,10.7,12,4.1,0.25,2.1,6.7,18.5,7.1
769,61,268,USKS02,USKS02009,Kansas,4.817280815,2.739203951,22.44062905,561.753,,0.55068,51.3793,,2219.67,0.234099,silt loam,0.732285,3.7883,,1.23551,0.243,,69.202,,902.289,,297.195,,110.091,,,4.1247,1.31038,101.14,,3.25595,5.14,36.00563,1.33249,1.33249,0.13082,,1.38407,15.90647726,19.5576,116,16.5,49.6,1.8,14.7,4.3,54,173,424,0.12,47,293,84,11.4,11,3.8,0.27,2.6,6.6,25.9,10.3
770,61,268,USKS02,USKS02010,Kansas,4.303985221,2.644289324,16.63701811,544.415,0.112674,0.593507,56.3608,,2509.61,0.221865,silt loam,0.987916,,,1.37069,0.239,,55.6908,,871.787,,335.754,,120.711,,,2.47348,1.31957,78.6095,,3.77399,5.61,38.67763,1.24504,1.24504,0.10702,,1.40066,17.592108,16.3908,106,17.1,45.8,2.4,14.7,4.7,50,187,475,0.15,46,285,97,11.2,12,4,0.25,2.3,6.8,26.6,10.8
741,61,265,USKS02,USKS02011,Kansas,4.765916129,3.267813866,25.34243455,516.947,,0.672879,56.004,,2648.51,0.230917,silt loam,1.07889,,,1.36597,0.168,,53.4685,,853.515,,336.586,,125.348,,,2.01521,1.06181,85.7271,,4.21512,6.24,41.05453,1.44016,1.44016,0.12836,,1.9984,18.24469569,21.7848,123,2.6,45.2,0.2,2.5,4.1,49,162,630,0.15,31,248,111,13.2,13,3.6,0.35,3,7.2,14.9,12.5
745,61,266,USKS02,USKS02012,Kansas,4.551033146,2.467247706,16.15338389,614.794,0.110514,0.420553,42.5871,,1808.22,0.239432,silt loam,0.659729,,,1.18792,0.241,,88.4084,,832.465,,276.355,,106.836,,,2.65208,1.3333,112.726,,3.03887,5.31,32.31723,1.09262,1.09262,0.08861,,1.33289,13.49011965,14.616,99,16.4,48.3,2.6,13.8,3.7,52,190,394,0.13,56,283,88,12.2,13,4.6,0.28,2.3,6.7,23.5,8.3
757,61,267,USKS02,USKS02013,Kansas,4.007651144,2.488865598,16.15338389,598.721,0.109304,0.446577,45.7711,,1944.84,0.220136,silt loam,0.711273,,,1.20215,0.259,,78.754,,845.789,,291.37,,103.325,,,2.23432,1.70077,105.559,,3.47835,5.37,33.34023,1.32641,1.32641,0.10457,,1.53197,14.33069178,12.4236,104,22.9,48.6,8.2,14.7,4.5,53,187,408,0.14,51,296,88,10.6,13,4,0.29,2,6.8,29,10
746,61,266,USKS02,USKS02014,Kansas,3.893369863,2.3369383,15.18611536,597.709,,0.645687,42.4373,,1809.41,0.20552,silt loam,0.631969,1.17787,,1.05569,0.226,,81.2056,,861.167,,293.936,,101.009,,,3.70424,1.2751,110.101,,3.00114,5.29,30.84553,1.18983,1.18983,0.09543,,1.27521,13.7207477,9.6744,100,12.6,40.4,2.6,10,3.4,44,147,336,0.1,45,274,80,7.4,12,3.2,0.22,1.9,6.7,21.3,10.1
758,61,267,USKS02,USKS02015,Kansas,3.787424856,2.275681818,11.31704141,559.21,,0.530213,46.4977,,1951.06,0.189757,silt loam,0.686647,,,1.2654,0.229,,69.088,,738.132,,284.913,,95.8444,,,2.70006,1.17283,89.0423,,2.91708,5.5,31.11153,1.17359,1.17359,0.11683,,1.29896,14.03396371,12.736799999999999,89,22.3,37.8,6.1,16.2,4.5,42,140,401,0.09,37,259,86,7.2,18,3.5,0.25,2,6.8,26.8,7.5
742,61,265,USKS02,USKS02016,Kansas,3.230103949,2.618200313,25.34243455,536.826,,0.53279,54.4536,,2401.21,0.169974,silt loam,0.844174,,,1.37583,0.108,,55.4422,,583.775,,317.014,,99.192,,,2.47991,1.01686,54.3284,,2.86784,6.17,35.20903,1.34502,1.34502,0.10673,,0.847966,16.1554752,12.18,105,2.9,25.1,1.7,1.2,4.5,30,131,567,0.08,23,163,105,6.1,15,3.2,0.18,2.4,7.2,13.8,12
783,62,270,USKY01,USKY01001,Kentuky,4.811659195,2.06,44.10744334,700.424,0.160475,1.139375,73.4252,,1491.87,0.05,silt loam,0.852645,,,1.26042,0.105,,95.5974,,157.536,,82.2234,,212.069,,,2.91716,0.760569,41.4247,,2.69223,6.05,28.53208,1.32974,1.32974,0.13161,,2.22163,8.561167657,9.569999999999999,116,4.3,17.1,0.6,3.6,3.7,21,114.1,568,0.18,31.3,62,47,28,11,3,0.69,2.8,7.2,10.9,7.7
784,62,270,USKY01,USKY01002,Kentuky,5.355843202,2.03,46.04198032,723.749,0.106748,1.139375,72.6122,,1384.82,0.05,silt loam,0.839025,,,1.20963,0.0929,,98.9361,,187.181,,79.1133,,217.048,,,2.21812,0.727562,54.4347,,2.68114,5.78,26.86318,1.33096,1.33096,0.13538,,1.9812,8.072974442,42.6996,111,5.7,22.2,1.3,4.5,3.7,26,124.2,545,0.17,33.9,70,44,28.4,11,3,0.61,2.7,7.2,11.8,8
785,62,270,USKY01,USKY01003,Kentuky,5.036073133,2.23,37.82019811,726.35,0.116416,1.139375,73.8036,,1384.43,0.05,silt loam,0.827443,,,1.18226,0.0903,,94.4657,,154.483,,78.2664,,208.02,,,2.59295,0.696044,34.4223,,2.76291,5.72,27.04218,1.21468,1.21468,0.12836,,1.59535,7.981755858,39.706799999999994,110,3.8,10.4,0.9,2.9,2.7,13,122.2,460,0.15,35.3,50,39,24.2,10,2,0.42,2.7,6.7,10,6.8
786,62,270,USKY01,USKY01004,Kentuky,5.045992394,2.92,37.33656389,729.089,0.161443,1.139375,72.2393,,1382.39,0.05,silt loam,0.842875,,,1.19288,0.0931,,95.1049,,135.263,,77.1035,,196.717,,,3.10968,0.673875,46.1181,,2.84629,5.77,26.23798,1.0412,1.0412,0.11445,,1.62153,7.914829418,37.166399999999996,115,3.9,15.9,1.1,2.8,3.4,19,132.8,490,0.16,38.9,48,43,22.6,10,2,0.47,2.8,6.7,9.7,7
779,62,269,USKY01,USKY01005,Kentuky,5.053434909,2.18,51.36195702,707.33,0.133863,1.139375,77.9381,,1441.58,0.05,silt loam,0.908679,,,1.21,0.0956,,91.8303,,130.122,,76.3006,,227.607,,,2.92882,0.803859,27.4014,,2.62366,5.95,27.75998,1.21577,1.21577,0.1294,,1.61569,8.190119609,15.973199999999999,125,4.3,8.6,0.8,3.5,3.1,12,115.7,492,0.14,31.7,45,39,27.5,10,3,0.45,2.6,6.9,13.8,9.5
780,62,269,USKY01,USKY01006,Kentuky,4.587160014,2.03,36.85292966,753.264,0.127926,1.139375,84.5716,,1246.61,0.05,silt loam,0.840342,,,1.18164,0.0771,,90.7801,,133.17,,72.7451,,218.625,,,2.81945,0.752632,25.2723,,2.5612,5.78,25.01428,1.12316,1.12316,0.11433,,1.55453,7.192980843,28.953599999999998,118,4.3,10.1,0.8,3.5,2.9,13,124.8,493,0.14,32,53,43,27.9,10,2,0.46,2.5,7.2,14.5,10.2
781,62,269,USKY01,USKY01007,Kentuky,4.331369748,1.99,35.40202691,732.335,0.142649,1.139375,75.7788,,1291.3,0.05,silt,0.93909,,,1.15813,0.0819,,93.4665,,163.646,,76.3232,,227.439,,,3.30932,0.717546,40.5913,,2.92597,5.95,24.73828,1.0106,1.0106,0.11152,,1.54727,7.526521265,23.3856,128,5.1,12.7,1.3,3.8,3.2,16,136.1,489,0.14,36.6,69,46,33.1,10,3,0.48,2.6,7.2,13.1,8.9
782,62,269,USKY01,USKY01008,Kentuky,5.041032179,2.23,35.40202691,749.733,0.125542,1.139375,73.7541,,1273.07,0.05,silt,0.912158,,,1.19398,0.0939,,96.2485,,168.649,,85.5127,,221.516,,,3.26259,0.72538,32.5119,,3.27198,5.67,26.58988,1.03356,1.03356,0.10932,,1.63147,7.524576479,22.793999999999997,120,4.4,7.5,1.5,2.8,2.7,10,132.2,393,0.18,39.6,57,40,29.5,11,3,0.45,2.6,6.9,11.3,8.5
787,63,271,USKY02,USKY02001,Kentuky,4.829115105,3.57,34.14457786,818.465,,1.139375,45.7516,,1572.86,0.05,silt loam,0.353285,,,4.01477,0.0786,,87.5761,,297.896,,139.267,,88.6538,,,2.43807,0.328422,40.0793,,1.94862,5.68,28.71438,1.45962,1.45962,0.17303,,3.22903,9.799296624,41.412,164,6.2,6.9,2.9,3.3,4.2,11,178.6,534,0.36,49.4,96,69,8.1,9,4,0.83,4.1,6.6,16.8,12.2
788,63,271,USKY02,USKY02002,Kentuky,4.393380121,3.38,35.11184632,782.778,,1.139375,52.8082,,1842.92,0.05,silt loam,0.407052,,,2.60624,0.0872,,80.5677,,206.791,,190.614,,92.7197,,,2.26521,0.30214,23.4587,,1.98304,6.11,30.41628,1.37573,1.37573,0.17151,,2.77387,11.34313285,17.713199999999997,162,6.3,5.3,2.5,3.9,2.8,8,161.1,596,0.18,42.4,64,88,7.3,8,3,0.71,4,7.2,16.8,13.1
789,63,271,USKY02,USKY02003,Kentuky,4.826570787,2.84,34.62821209,770.639,,1.139375,40.6147,,1388.42,0.05,silt loam,0.342327,,,3.36202,0.0775,,102.039,,247.001,,139.381,,85.6381,,,1.584,0.348172,56.4044,,2.32693,5.92,27.14968,1.33479,1.33479,0.15916,,4.55657,8.74383239,39.2892,120,6.2,8.2,2,4.2,4.4,13,142,538,0.34,37.1,86,78,9,8,3,1.24,3.2,6.7,13.4,8.6
790,63,271,USKY02,USKY02004,Kentuky,4.836749885,2.94,34.14457786,841.282,,1.139375,53.9416,,1277.68,0.05,silt loam,0.288525,,,3.26869,0.0711,,103.785,,277.989,,104.337,,84.9467,,,2.60423,0.41078,52.0958,,2.27901,5.53,26.04838,1.25816,1.25816,0.15298,,2.84021,7.981992998,40.6812,132,4.3,7.5,1.1,3.3,3.7,11,141.7,411,0.31,38.7,88,49,8.4,7,3,0.67,3.1,6.9,12.7,8.5
791,63,272,USKY02,USKY02005,Kentuky,5.015678762,3.16,37.04638336,821.133,,1.139375,53.5536,,1585.57,0.05,silt loam,0.267111,,,3.41647,0.1055,,79.8117,,214.722,,169.597,,79.8103,,,2.01234,0.339535,25.3276,,1.63822,5.86,34.17548,1.45723,1.45723,0.17073,,2.61435,9.900478249,45.3444,157,6,2.5,1.5,4.4,3.4,6,175.6,508,0.33,42.5,63,80,7.9,7,6,0.77,3.5,6.6,16.1,11.6
792,63,272,USKY02,USKY02006,Kentuky,6.087654537,3.4,46.71906825,807.225,,1.139375,41.4044,,1732.62,0.05,silt loam,0.252292,,,2.27569,0.1481,,87.0937,,280.541,,205.822,,64.9908,,,1.60012,0.35378,37.2561,,2.13536,6.2,37.35918,1.60532,1.60532,0.17853,,2.48011,11.10457691,52.06079999999999,181,5.6,4.1,2,3.6,4.6,9,172.9,624,0.13,38.2,94,106,7.1,9,6,0.6,3.9,7.2,18.8,13.8
793,63,272,USKY02,USKY02007,Kentuky,5.362501129,3.14,52.52267925,797.007,,1.139375,42.3286,,1657.86,0.05,silt loam,0.279761,,,1.94583,0.1278,,94.0631,,204.313,,208.029,,71.8117,,,1.76183,0.338546,48.0981,,1.97776,6.36,35.92208,1.49401,1.49401,0.16668,,2.38187,10.55441505,43.5696,159,7.5,4.7,2.8,4.6,4.6,9,155.6,621,0.13,32.4,68,112,7.7,7,5,0.55,3.7,7.2,17.7,12
794,63,272,USKY02,USKY02008,Kentuky,4.966962714,2.91,37.04638336,835.627,,1.139375,46.8641,,1478.98,0.05,silt loam,0.250867,,,2.53821,0.0932,,98.7819,,152.514,,163.934,,64.5546,,,2.07816,0.335242,42.2857,,2.03254,6.03,31.75848,1.34171,1.34171,0.1576,,1.66154,9.161114617,38.001599999999996,147,7.5,5.1,2.8,4.7,3.7,9,157.5,527,0.19,35.9,50,83,7.1,7,4,0.43,3.3,7.2,15.9,10.6
795,63,273,USKY02,USKY02009,Kentuky,7.243272839,4.44,50.58814227,718.629,,1.139375,28.1395,,2925.23,0.05,silt loam,0.586123,,,3.78628,0.136,,116.008,,320.982,,158.92,,129.714,,,2.4525,0.49033,119.581,,2.96237,6.36,46.93168,2.57843,2.57843,0.26641,,7.66832,16.78417758,71.166,264,3.1,55,1,2.1,10.3,65,122.7,1090,0.2,38.1,82,78,7.4,7,4,1.32,5.2,7.2,27,22.9
796,63,273,USKY02,USKY02010,Kentuky,6.35445355,3.5,44.30089705,928.281,,1.139375,49.4742,,1246.81,0.05,silt loam,0.243478,,,3.30647,0.0812,,108.136,,211.685,,105.043,,73.0536,,,2.67351,0.454391,55.6755,,1.89182,5.21,32.87558,1.75432,1.75432,0.1984,,2.45176,7.663820507,59.1252,191,5.3,7.2,3.4,1.9,5.1,12,187.9,408,0.25,47.5,78,55,8.3,7,4,0.71,4.3,6.4,15.5,12.3
