euid,siteid,treatmentid,sitecode,eucode,State,ACE_mg/g,%OM_LOI,CO2_24hr,M3_Al,M3_As,M3_B,M3_Ba,AA_Ca,M3_Ca,M3_Cd,Texture_Class,M3_Co,M3_Cr,DTPA_Cu,M3_Cu,Salts_mmho/cm,DTPA_Fe,M3_Fe,AA_K,M3_K,AA_Mg,M3_Mg,DTPA_Mn,M3_Mn,M3_Mo,AA_Na,M3_Na,M3_Ni,M3_P,Olsen_P,M3_Pb,pH,M3_S,b_soc,C%_dry_combustion,N%_dry_combustion,DTPA_Zn,M3_Zn,ECEC,C_Mineralization_Pot,OC_H2O_mg/kg,H3A_IN_ppm,H3A_IP_mg/kg,H3A_NH4_mg/kg,H3A_NO3_mg/kg,H3A_OP_mg/kg,H3A_TP_mg/kg,H3A_ICAPAl,H3A_ICAPCa,H3A_ICAPCu,H3A_ICAPFe,H3A_ICAPK,H3A_ICAPMg,H3A_ICAPMn,H3A_ICAPNa,H3A_ICAPS,H3A_ICAPZn,%OM_LOI2,Buffer_pH,WEN_mg/kg,WEON_mg/kg
981,74,318,USMO01,USMO01029,Missouri,3.977334203,3.01,34.62821209,565.399,0.10445,0.34643,50.4781,,2108.82,0.05,silt loam,0.89312,,,1.07159,0.0906,,117.668,,81.667,,194.02,,157.71,,,19.18165,0.74575,14.9622,,1.83815,6.06,35.51594,1.457335173,1.457335173,0.151374403,,1.89011,12.45373525,8.4912,102,1.9,4.7,0.1,1.8,2.3,7,105,629,0.02,45,21,87,6.6,19,2.3,0.36,4,7.2,8.9,7.4
982,74,318,USMO01,USMO01030,Missouri,3.737551547,2.55,37.04638336,535.213,0.15166,0.45559,61.5575,,2789.88,0.05,silt loam,0.99865,,,1.66913,0.1121,,150.769,,103.353,,211.752,,98.3574,,,23.10325,0.59848,17.3214,,2.70922,6.47,42.39894,1.369557521,1.369557521,0.14102442,,1.87545,16.07945694,7.656,111,1.2,10.5,0.1,1.1,2.3,13,127,787,0.09,64,18,87,3.1,25,2.6,0.35,3.3,7.2,9.2,7.9
983,74,318,USMO01,USMO01031,Missouri,3.918367067,2.61,33.66094364,524.505,0.12036,0.29792,55.9622,,1948.77,0.05,silt loam,0.84932,,,0.91311,0.0824,,112.242,,72.4686,,205.941,,94.7556,,,27.05035,0.60778,16.411,,1.90903,6.11,31.96414,1.220226395,1.220226395,0.13530992,,2.11179,11.76345292,8.9088,84,1,4.7,0.2,0.8,2.1,7,116,541,0.04,52,16,83,4.1,26,1.9,0.44,3.1,7.2,7.2,6.2
984,74,318,USMO01,USMO01032,Missouri,3.884043412,4.29,31.72640659,818.285,0.14013,0.44327,115.306,,3745.24,0.05,silty clay,0.31638,,,1.53727,0.11,,110.681,,250.95,,584.099,,26.5982,,,72.95355,0.50482,14.3715,,1.79454,5.75,55.45974,1.443191325,1.443191325,0.154755222,,1.24212,24.55434433,26.622,177,2.9,3,0.1,2.8,2.3,5,185,565,0.11,70,30,131,1.4,53,3.4,0.26,4.5,7.2,16.6,13.9
985,74,318,USMO01,USMO01033,Missouri,3.722956237,3.11,31.72640659,601.286,0.1601,0.523,81.9949,,3203.55,0.05,silt loam,0.75781,,,1.64491,0.134,,152.468,,157.256,,362.677,,67.234,,,24.80395,0.60307,23.7084,,2.52353,6.38,47.73704,1.383817255,1.383817255,0.148388208,,1.88229,19.55112252,3.6191999999999998,124,2.5,10.2,0.1,2.4,2.8,13,143,761,0.09,68,24,122,1.9,24,2.5,0.31,3.8,7.2,13,10.7
986,74,318,USMO01,USMO01034,Missouri,3.808233158,2.55,45.7517998,439.602,0.12334,0.42555,46.8093,,2211.12,0.05,silt loam,0.99666,,,1.13548,0.113,,121.878,,74.3265,,187.617,,106.389,,,19.19145,0.5723,25.6465,,2.29421,6.52,35.53154,1.396063178,1.396063178,0.140814763,,2.59426,12.89309716,12.005999999999998,108,1.7,15.4,0.1,1.6,2.7,18,101,771,0.04,46,20,93,5.6,23,3.1,0.61,3.4,7.2,10.8,9.1
987,74,318,USMO01,USMO01035,Missouri,4.011805976,3.54,30.75913814,771.956,0.13686,0.41155,86.0828,,3126.48,0.05,silty clay loam,0.70914,,,1.36532,0.1,,111.311,,184.971,,445.368,,56.4965,,,55.26775,0.62082,14.1175,,2.02064,6.08,48.36704,1.446262586,1.446262586,0.148520661,,1.81471,20.05838001,11.5536,124,2.2,3.4,0.1,2.1,1.9,5,146,574,0.09,59,23,114,1.9,38,2.4,0.32,3.9,7.2,12.1,9.8
988,74,318,USMO01,USMO01036,Missouri,4.482673941,2.9,45.7517998,470.5,0.14593,0.50379,57.2907,,2642.33,0.05,silt loam,0.99486,,,1.47423,0.143,,141.994,,96.4686,,208.867,,105.143,,,14.44305,0.58611,17.3649,,2.7177,6.6,40.88914,1.460054193,1.460054193,0.14380492,,2.92636,15.26235984,4.8372,94,1.2,6.6,0.1,1.1,2.1,9,102,761,0.05,46,15,86,3.4,15,1.9,0.47,3.5,7.2,8,6.7
1020,75,334,USMO02,USMO02001,Missouri,5.589831511,3.2,36.56274907,612.321,0.13911,0.58366,72.3101,,2584.58,0.12258,silt loam,0.55429,,,5.07555,0.141,,184.308,,236.206,,282.663,,52.8488,,,14.00765,0.78953,37.6702,,4.72773,5.62,44.12364,1.644057125,1.644057125,0.17482135,,3.25492,15.94498664,14.720399999999998,155,6.7,23.7,2,4.7,4,28,201,510,0.84,115,113,85,7.8,16,4.7,1.03,2.3,6.8,17.2,11.5
1014,75,328,USMO02,USMO02002,Missouri,5.119519323,2.54,31.72640659,688.752,0.12671,0.51596,80.0973,,1964.28,0.19083,silt loam,0.76007,,,1.84377,0.0773,,213.149,,226.115,,205.174,,75.4467,,,6.0231,0.97169,48.2674,,5.08101,4.78,36.97224,1.257905589,1.257905589,0.128558708,,3.60332,12.13716937,28.744799999999994,155,3.8,22.8,3.5,0.3,4.6,27,240,401,0.44,157,102,72,8.7,13,5.9,0.88,2.3,6.6,13.9,13.2
1015,75,329,USMO02,USMO02003,Missouri,7.311954788,2.97,45.26816557,651.972,0.14983,0.51087,60.3526,,1950.93,0.21413,silt loam,0.58288,,,1.4801,0.1,,219.085,,230.633,,173.778,,60.8157,,,3.93551,0.83689,118.26,,6.21606,4.93,38.66014,1.985621391,1.985621391,0.195836371,,5.96553,11.81128933,57.907199999999996,203,3.2,35.1,2.7,0.5,6.1,41,186,401,0.24,133,107,63,9,11,5.6,1.25,3.5,6.3,15.5,15
1022,75,336,USMO02,USMO02004,Missouri,4.377135041,2.39,23.02099016,755.983,0.108,0.39794,88.3286,,1473.71,0.1341,silt loam,0.7692,,,1.38797,0.0811,,189.688,,190.737,,311.773,,80.4988,,,18.25575,0.89894,16.6711,,4.80476,4.61,33.18194,1.467306591,1.467306591,0.135472347,,2.4142,10.53512494,30.0672,110,6.4,3.9,1.7,4.7,3.1,7,199,243,0.47,140,63,75,6.4,19,5.9,0.57,2.8,6.4,11.3,7.3
1021,75,335,USMO02,USMO02005,Missouri,6.501070286,3.54,57.84265595,488.138,0.24693,0.87318,65.0925,,2689.99,0.16056,silt loam,0.43419,,,2.71521,0.179,,229.28,,507.671,,372.289,,54.0656,,,9.31735,0.70482,105.808,,6.23037,6.39,45.70324,2.338118759,2.338118759,0.204557853,,8.60464,17.89458947,45.5532,172,7.5,52.9,1.8,5.8,5,58,145,698,0.43,119,179,140,4.5,13,6.4,2.19,3.9,7.2,18.6,13.5
1017,75,331,USMO02,USMO02006,Missouri,2.929970249,2.13,14.79920795,771.482,0.1393,0.3971,101.891,,1899.33,0.10894,silt loam,1.21118,,,1.61162,0.0516,,152.879,,187.392,,393.216,,95.4356,,,31.67695,1.06825,12.7969,,3.6238,5.1,35.20394,0.890447216,0.890447216,0.082380753,,1.88926,13.39167612,6.8904,85,4.9,4.8,2.7,2.3,2.5,7,244,273,0.49,135,67,88,5.9,29,5.3,0.52,2.1,6.6,7.7,5.9
1016,75,330,USMO02,USMO02007,Missouri,4.485193192,3.39,59.77719293,545.137,0.36515,0.89384,75.6882,,3273.58,0.14192,silty clay loam,0.64448,,,3.04779,0.1706,,261.843,,501.254,,458.817,,79.986,,,16.63915,0.72187,110.208,,5.17925,6.8,49.17384,1.678869748,1.678869748,0.156761355,,7.21379,21.54898596,29.614799999999995,182,3.1,68,1.2,1.9,5.2,73,180,725,0.46,136,168,144,7.6,16,5.5,1.64,3.1,7.2,17.9,16.4
1018,75,332,USMO02,USMO02008,Missouri,8.203181804,4.15,71.86804916,430.68,0.21484,1.74383,71.9416,,2802.88,0.18995,silt loam,0.50184,,,4.03845,0.163,,234.817,,114.1,,272.959,,136.26,,,13.74235,0.89782,78.3128,,7.48342,6.66,49.28044,2.971439862,2.971439862,0.257322647,,9.79918,16.641372,78.4044,186,4.7,29.1,1.2,3.5,7.2,36,89,857,0.41,87,34,123,9.7,13,5.3,2.49,5,7.2,19.4,15.1
1019,75,333,USMO02,USMO02009,Missouri,6.188922931,3.25,58.80992448,632.596,0.11756,0.59783,103.787,,1585.82,0.17143,silt loam,0.43441,,,1.62958,0.08,,169.892,,69.5117,,148.931,,128.622,,,14.88655,1.11381,22.7893,,4.97747,5.47,31.79114,1.86758635,1.86758635,0.165622047,,3.00509,9.413154314,39.4632,140,7.5,2.9,3.1,4.4,4.2,7,122,509,0.26,88,31,76,14.9,15,4.1,1.07,4.1,6.6,15.6,10.7
1013,75,327,USMO02,USMO02010,Missouri,5.951970439,2.93,46.71906825,414.548,0.20845,0.76191,65.4649,,2242.23,0.15541,silt loam,0.50898,,,2.75591,0.1343,,218.88,,194.222,,226.886,,108.84,,,10.20215,1.03821,54.3169,,6.10528,6.45,37.91114,1.823611536,1.823611536,0.161723077,,7.05033,13.64422932,28.153200000000002,156,7.2,27.4,1.3,5.9,6.1,34,102,721,0.43,112,74,104,13.3,13,5.8,2.1,3.7,7.2,20,13
1011,75,325,USMO02,USMO02011,Missouri,5.653731947,2.45,33.17730934,471.271,,0.47318,62.2364,,1490.8,0.19904,silt loam,0.56328,,,1.49608,0.1128,,230.532,,208.224,,119.014,,139.069,,,7.60797,1.51883,41.8988,,5.68857,5.47,29.25254,1.625087759,1.625087759,0.144159103,,4.50055,9.012772545,22.237199999999998,119,3.2,18.2,1.9,1.3,4.5,23,124,428,0.32,133,93,51,17.1,11,4.9,1.41,2.9,6.6,10.6,9
1012,75,326,USMO02,USMO02012,Missouri,4.596338966,2.24,25.43916143,506.281,,0.40244,75.6202,,1433.35,0.14533,silt loam,0.66247,,,1.51265,0.0659,,178.227,,92.6356,,151.015,,126.275,,,9.77325,1.28065,14.3334,,4.74852,5.38,27.55784,1.303290801,1.303290801,0.121188898,,3.07535,8.705232073,31.563599999999997,95,9,2.7,1.8,7.2,3.1,6,126,394,0.41,106,39,66,13.1,15,5.2,0.84,2.7,6.7,13,6.6
1007,75,321,USMO02,USMO02013,Missouri,4.835776936,2.78,28.82460116,668.81,0.11146,0.44915,91.0003,,2453.66,0.15437,silt loam,0.65094,,,1.58692,0.068,,168.571,,228.91,,247.496,,95.2693,,,7.759,1.28717,52.9856,,4.22985,5.28,39.32321,1.45261,1.45261,0.15702,,3.59996,14.95145542,19.836,139,2.3,20.9,2,0.3,4.4,25,183,466,0.32,104,59,70,7,11,4,0.73,3.1,6.6,9.3,8.9
1008,75,322,USMO02,USMO02014,Missouri,4.774382508,2.74,55.42448475,638.344,0.12425,0.50919,101.804,,2810.76,0.13908,silt loam,0.58847,,,1.71493,0.0813,,148.593,,165.579,,308.712,,92.3988,,,10.87651,1.23868,47.7199,,4.1265,5.54,43.02481,1.30397,1.30397,0.13989,,3.65398,17.0982536,14.476799999999999,130,5.6,23.2,2.2,3.3,4.2,27,154,584,0.28,97,33,80,8.5,13,4.6,1.01,3.1,6.8,14.3,10.8
1009,75,323,USMO02,USMO02015,Missouri,4.769274462,2.47,45.7517998,526.928,,0.55237,75.5094,,1838.23,0.13837,silt loam,0.56278,1.14317,,1.42377,0.0805,,131.48,,238.166,,174.067,,114.469,,,6.92191,1.45489,11.0139,,3.91662,5.35,32.35691,1.27515,1.27515,0.12628,,3.52216,11.28249011,24.220799999999997,111,8,2.4,2.2,5.9,2.4,5,142,457,0.28,91,87,64,11.6,11,4.4,0.9,2.8,6.7,14,7.7
1010,75,324,USMO02,USMO02016,Missouri,6.087798913,3.2,55.42448475,411.277,0.17435,0.76862,67.7352,,2470.26,0.14064,silt loam,0.51513,,,2.64155,0.1219,,136.664,,187.643,,253.269,,111.738,,,8.28064,1.10263,46.6524,,5.95422,6.52,39.24641,1.76007,1.76007,0.1668,,7.0523,14.97901398,34.5564,147,3.6,28.5,1,2.6,5.7,34,102,741,0.35,79,70,110,12.6,10,4.6,2.67,3.5,7.2,15.1,12.4
1023,76,337,USMO03,USMO03001,Missouri,4.814574212,1.67078329,35.0151195,372.298,0.292916,0.650765,67.3056,,2266.77,0.25233,silt loam,0.705599,,,2.54015,0.103,,188.655,,262.992,,374.685,,102.896,,,6.62816,2.79625,55.8009,,2.98433,5.65,36.41363,1.29848,1.29848,0.11533,,3.35807,15.15938379,14.267999999999999,101,4.3,27.3,1.6,2.7,4.9,32,79,1066,0.13,43,83,285,9.6,99,192.6,0.63,2.6,7.2,11.4,8
1024,76,338,USMO03,USMO03002,Missouri,4.330410395,1.698687196,32.113314,361.676,0.24294,0.618867,70.6731,,2265.46,0.241335,silt loam,0.696883,,,2.55788,0.0891,,177.684,,257.188,,383.408,,99.198,,,5.06958,2.69065,40.6376,,2.94215,5.66,35.00323,1.26162,1.26162,0.11395,,3.52747,15.20386692,17.365199999999998,93,5.7,20.8,1.5,4.3,5,26,78,982,0.14,50,91,306,11.4,109,231.8,0.61,2.9,7.2,11.1,6.1
1033,77,341,USMO04,USMO04001,Missouri,5.886261693,3.58,56.1982995,419.97,0.23802,1.139375,79.2207,,3050.29,0.05,silt loam,0.49973,,,1.58277,0.1445,,222.365,,278.124,,245.869,,86.953,,,12.11014,0.885196,49.6012,,2.82283,6.54,44.81348,1.9058,1.9058,0.185,,1.6755,18.06614987,25.8912,168,3.8,32.4,1.5,2.3,6.6,39,92,931,0.13,86.6,79,102,4.7,17,5,0.42,3.9,7.2,15.3,11.2
1034,77,341,USMO04,USMO04002,Missouri,6.428332084,3.8,69.25642418,526.745,0.147989,1.139375,96.7744,,2995.68,0.05,silt loam,0.509035,,,1.6836,0.1123,,207.901,,248.195,,286.05,,76.0035,,,14.60574,1.11364,30.7163,,2.77805,6.07,45.99008,2.09124,2.09124,0.20193,,1.69295,18.0620515,30.902399999999997,162,5.3,13.6,2.3,3,4.6,18,102.2,711,0.09,83.9,62,100,5.5,18,4,0.32,4.5,6.6,12.2,8.7
1035,77,341,USMO04,USMO04003,Missouri,6.217083131,3.62,55.23103105,434.693,0.212853,1.139375,78.6048,,3287.11,0.05,silt loam,0.555762,,,1.77756,0.126,,187.216,,230.747,,291.932,,89.2062,,,13.76784,0.866289,33.5371,,3.15655,6.79,48.63738,2.06631,2.06631,0.18688,,1.48444,19.51983598,34.486799999999995,180,4.7,19.7,1.3,3.4,4.3,24,95.4,900,0.08,69.7,67,119,3.9,17,4,0.25,4.4,7.2,17.3,12
1036,77,341,USMO04,USMO04004,Missouri,5.444142644,3.53,44.59107757,521.264,0.178505,1.139375,85.527,,3183.99,0.05,silt loam,0.518041,,,1.61319,0.1128,,173.352,,266.76,,298.52,,73.605,,,16.84334,0.90421,35.2679,,2.78629,6.48,46.88898,1.73076,1.73076,0.16722,,1.35576,19.16484891,35.8092,175,4.6,21.5,1.6,3,4.3,26,105.9,768,0.09,74.6,80,109,3.4,18,4,0.27,5.4,6.7,15.2,10.8
1029,77,340,USMO04,USMO04005,Missouri,6.806291681,3.65,58.13283655,433.883,0.229243,1.139375,79.3776,,2942.01,0.05,silt loam,0.435668,,,1.55931,0.1403,,220.663,,375.199,,255.848,,79.2937,,,11.10204,1.00685,66.0172,,2.67783,6.41,44.05908,1.87209,1.87209,0.18575,,1.91745,17.85243551,31.1112,155,5.1,43,2.2,3,5.3,48,90.5,768,0.07,85.6,110,97,4.3,16,4,0.35,4.1,7.2,14,9.8
1030,77,340,USMO04,USMO04006,Missouri,6.844224692,3.86,46.04198032,554.322,0.143428,1.139375,91.6665,,2951.81,0.05,silt loam,0.426627,,,1.55918,0.1293,,222.068,,316.631,,300.901,,64.391,,,12.98484,1.07513,44.7689,,2.69185,6.05,44.91588,2.19891,2.19891,0.2123,,1.4358,18.13488941,34.5564,170,5.2,20.6,2.2,3.1,3.9,24,108.9,643,0.09,92.8,84,97,3.7,16,4,0.26,4.2,6.5,19.1,15.8
1031,77,340,USMO04,USMO04007,Missouri,5.969105641,3.9,44.10744334,536.327,0.119041,0.497848,86.082,,3109.54,0.05,silt loam,0.458005,1.18,,1.69869,0.1153,,196.746,,279.004,,294.094,,77.0401,,,15.38736,1.07257,39.534,,2.86559,5.65,47.17283,2.04889,2.04889,0.19248,,1.85126,18.78078201,25.055999999999997,251,6.8,19.4,2.5,4.3,4.7,24,109,751,0.08,80.1,65,106,4.4,18,4,0.3,4.2,7.2,27.2,21.2
1032,77,340,USMO04,USMO04008,Missouri,6.566869706,4,51.36195702,477.883,0.201536,0.583279,79.7594,,3297.7,0.05,silt loam,0.509777,,,1.76025,0.1393,,194.135,,285.962,,293.828,,80.8294,,,11.87016,0.874207,40.0934,,2.86404,6.07,48.84453,2.34869,2.34869,0.19313,,1.33808,19.72191281,41.446799999999996,168,5,22.5,1.6,3.4,4.2,27,89.3,833,0.07,66.1,74,111,3.2,15,4,0.2,4.3,7.2,16.3,11.2
1025,77,339,USMO04,USMO04009,Missouri,5.120536421,3.46,55.23103105,448.938,0.188947,0.619643,78.5978,,2792.13,0.05,silt loam,0.522219,6.88109,,1.50871,0.1433,,169.74,,292.186,,254.055,,98.4263,,,14.41346,1.03801,52.3616,,2.65869,6.05,41.55693,1.87522,1.87522,0.17386,,1.72487,16.88963798,38.3844,156,6.2,28.2,2.9,3.3,3.8,32,98.7,760,0.05,60.5,75,100,5.9,18,4,0.33,3.6,7.2,16.4,11.3
1026,77,339,USMO04,USMO04010,Missouri,5.891429485,3.7,55.71466527,500.284,0.131734,0.541203,88.1662,,2778.39,0.05,silt loam,0.657421,3.98467,,1.63411,0.1282,,198.641,,265.557,,260.828,,101.384,,,11.96576,1.05514,36.3667,,2.9304,5.87,41.05633,1.81174,1.81174,0.1684,,1.27201,16.79845844,27.9792,145,4.6,16.3,2.2,2.4,3.6,20,108.7,700,0.06,76,66,98,5.3,17,4,0.24,3.8,7.2,12,8
1027,77,339,USMO04,USMO04011,Missouri,5.436559328,3.86,64.903716,472.207,0.229423,0.590413,83.1266,,3354.84,0.05,silt loam,0.688056,1.40378,,1.96612,0.1634,,198.455,,298.451,,294.52,,100.593,,,12.43576,0.885876,43.0901,,2.934,6.47,49.12703,1.6662,1.6662,0.17132,,1.40281,20.04786117,23.316,161,4.4,23.5,1.5,2.9,3.5,27,104.1,850,0.07,68.5,71,107,4.4,15,3,0.22,4.1,7.2,14.4,9.2
1028,77,339,USMO04,USMO04012,Missouri,5.454258068,3.53,45.07471186,538.554,0.140985,0.453375,86.7577,,2790.38,0.05,silt loam,0.504512,,,1.52496,0.1126,,188.736,,271.358,,279.723,,83.5051,,,13.73226,1.00274,36.1482,,2.73669,5.7,41.92023,2.52504,2.52504,0.21169,,1.4671,17.03842222,16.9128,145,4.7,15,2.4,2.2,4.1,19,119.3,642,0.08,82.6,72,95,4.6,19,4,0.24,3.7,6.6,12,7.7
1037,78,342,USMO05,USMO05001,Missouri,3.818000321,2.55,34.62821209,433.79,0.18396,0.42726,67.0196,,2680.02,0.05,silt loam,0.83127,,,1.29421,0.1343,,153.381,,292.063,,177.955,,119.192,,,6.24205,0.80653,65.8807,,2.63818,6.47,39.92441,1.38159,1.38159,0.13013,,2.52336,15.65907751,5.8464,153,7.2,43.1,1.6,5.5,3.8,47,213,723,0.29,142,90,79,16.2,15,3.9,1.35,1.7,7.2,15.1,8.9
1041,78,343,USMO05,USMO05002,Missouri,4.399706353,2.51,32.69367511,447.028,0.16043,0.35894,65.2049,,2295.51,0.05,silt loam,0.78062,,,1.0985,0.1015,,148.514,,261.329,,175.397,,107.968,,,7.92745,0.79464,60.7111,,2.42559,6.15,34.98131,1.24377,1.24377,0.12078,,2.63366,13.64373391,7.4124,123,5.6,40.3,1.2,4.3,4.3,45,191,666,0.24,113,96,82,14.1,13,3.5,0.82,2.2,7.2,11.2,7.2
1038,78,342,USMO05,USMO05003,Missouri,4.152726539,2.53,32.69367511,474.956,0.15201,0.35712,71.4462,,2243.93,0.05,silt loam,0.80389,,,1.15905,0.0898,,184.717,,277.06,,161.456,,112.062,,,9.01061,0.88957,49.6828,,2.48394,5.91,34.40141,1.33798,1.33798,0.1298,,2.06992,13.31470472,9.569999999999999,124,6.9,37.4,1.4,5.5,4.1,42,196,602,0.24,152,113,71,13.8,14,3.6,0.66,2.3,6.9,13.3,7.5
1042,78,343,USMO05,USMO05004,Missouri,3.800910654,2.87,37.53001759,409.809,0.21721,0.50263,59.8855,,2972.18,0.05,silt loam,0.82851,,,1.42665,0.1193,,145.723,,280.885,,180.588,,118.16,,,5.98945,0.80863,60.7729,,2.78262,6.71,44.96081,1.3891,1.3891,0.13052,,3.40373,17.11205923,9.222,124,5.2,51.2,0.9,4.2,4.2,55,150,934,0.18,91,100,86,14.1,10,3.3,0.86,2.8,7.2,13.6,8.5
1039,78,342,USMO05,USMO05005,Missouri,4.447435882,2.9,42.36636007,479.52,0.1514,0.46337,75.1721,,2461.66,0.05,silt loam,0.65751,,,1.26241,0.1082,,167.983,,283.165,,196.398,,100.018,,,11.12721,0.88156,65.7048,,2.43397,6.07,37.99831,1.35074,1.35074,0.1349,,3.23251,14.71939413,11.971199999999998,116,6.6,40.5,1.4,5.2,3.3,44,183,661,0.2,125,100,78,11.3,14,3.1,0.83,2.7,7.2,14,8.4
1043,78,343,USMO05,USMO05006,Missouri,4.080914954,2.62,28.82460116,440.881,0.15666,0.39946,68.4682,,2303.92,0.05,silt loam,0.77159,,,1.1855,0.0859,,158.119,,226.756,,173.834,,111.524,,,8.78581,0.822,50.0817,,2.49036,6.12,35.61131,1.12281,1.12281,0.11332,,2.59571,13.58784224,8.143199999999998,122,5.7,35.2,0.9,4.8,3.5,39,169,742,0.17,108,82,80,14,13,3.2,0.71,2.4,7.2,12.5,7.5
1040,78,342,USMO05,USMO05007,Missouri,4.705529095,2.59,36.07911484,456.647,0.14277,0.39034,64.6331,,2609.54,0.05,silt loam,0.79766,,,1.28105,0.1409,,161.605,,298.528,,209.224,,107.721,,,8.36139,0.89594,65.2143,,2.56903,6.31,39.67864,1.459183715,1.459183715,0.134941949,,3.80318,15.5930441,9.4308,134,5.7,71.9,1.1,4.6,4.3,76,140,799,0.21,139,117,77,14.7,11,3.6,1.34,2.9,7.2,13.9,8.9
1044,78,343,USMO05,USMO05008,Missouri,4.46001417,2.45,44.30089705,378.116,0.21547,0.75853,74.7324,,2506.46,0.05,silt loam,0.49171,,,1.51845,0.1319,,223.703,,267.757,,168.267,,98.2464,,,7.02619,0.9921,70.4536,,2.82732,6.34,37.58824,1.475067405,1.475067405,0.136206425,,3.88286,14.65163052,10.822799999999999,130,7.3,41,1.3,5.9,3.4,44,178,685,0.19,114,96,84,11.1,13,3.8,0.93,2.6,7.2,12.1,9.4
1045,79,344,USMT01,USMT01001,Montana,2.550866707,1.936123779,33.37076305,481.718,0.30447,0.99689,60.9479,3519.28,3425.63,0.17486,loam,1.76749,,1.08,2.28836,0.1958,9.4,46.1594,307.431,379.702,497.693,538.848,13.12,148.336,,10.9411,6.91983,2.67968,48.7726,38.9148,2.22963,7.22,6.99019,1.30028,1.30028,0.13947,0.4,0.85113,22.62223115,9.7092,105,4.3,32.2,1.1,3.2,3.6,36,120,947,0.09,19,86,208,4.3,13,2.7,0.03,2.4,7.2,9.7,6.8
1048,79,345,USMT01,USMT01002,Montana,2.822103587,2.113412527,26.59988359,496.128,0.20138,0.79613,62.9607,,2789.47,0.20895,loam,1.71535,,,1.88535,0.17,,57.0128,,316.867,,522.328,,158.45,,,5.06575,2.36903,44.8486,,2.16694,6.87,6.84421,1.381723346,1.381723346,0.139709588,,1.15784,19.13458796,13.1196,104,3.6,28.5,1,2.6,3.9,32,126,681,0.1,25,80,177,7,12,2.4,0.06,2.4,7.2,12.5,9.5
1063,79,350,USMT01,USMT01003,Montana,3.221062972,1.980125204,18.37810139,567.07,0.11306,0.58976,68.5623,,2392.78,0.2031,clay loam,1.19879,,,1.80605,0.0857,,73.5834,,321.324,,554.041,,115.83,,,5.06575,2.45639,47.6033,,1.90217,6.13,6.73863,1.263311104,1.263311104,0.133353738,,0.98047,17.42684177,11.414399999999999,102,4.7,24,1.2,3.5,3.8,28,125,470,0.12,33,79,154,5,13,2.4,0.06,2.3,7,12.2,8.8
1066,79,351,USMT01,USMT01004,Montana,2.815284456,2.157161484,32.88712882,420.115,0.30389,1.02493,59.0461,3912.84,3839.92,0.18192,loam,1.71213,,1.02,2.25952,0.1832,8.52,43.7551,277.266,343.978,468.417,505.57,11.84,146.211,,11.5657,7.74197,2.57672,44.1617,27.8964,2.17469,7.34,7.37975,1.30303,1.30303,0.13724,0.36,0.88282,24.32833899,8.9088,99,6,30.5,1.2,4.8,4.2,35,105,939,0.09,16,72,189,6.8,13,3.4,0.06,2.5,7.2,12.8,7.3
1054,79,347,USMT01,USMT01005,Montana,3.388183176,2.053008943,18.37810139,573.987,0.12959,0.54562,66.1568,,2273.18,0.20268,clay loam,1.14013,,,1.85324,0.1281,,77.2554,,337.353,,554.857,,110.123,,,5.06575,2.41453,41.5927,,1.77456,6.01,8.28797,1.251388413,1.251388413,0.128484599,,1.05928,16.876742,10.44,90,14,20.4,0.7,13.2,4.5,25,133,463,0.1,39,90,162,5.6,13,3.1,0.09,2.4,7,20.2,8.3
1051,79,346,USMT01,USMT01006,Montana,2.720023852,1.1432394366197387,16.44356441,506.416,0.21014,0.96803,61.1945,,2946.73,0.18516,clay loam,1.84104,,,2.13928,0.1853,,53.7649,,324.689,,548.212,,156.088,,,5.06575,2.75556,43.9992,,2.27537,6.94,8.56177,1.422485485,1.422485485,0.136081137,,1.12575,20.15664435,10.6488,93,8.5,33.3,1.1,7.4,3.5,37,124,678,0.08,22,90,179,7.4,13,3.7,0.03,2.4,7.2,14.6,6.5
1057,79,348,USMT01,USMT01007,Montana,2.492506323,1.3279160343955656,33.85439727,487.436,0.29076,0.78665,67.6172,3832.11,3836.65,0.19766,clay loam,1.48265,,0.96,2.02485,0.201,10.32,50.7284,324.285,400.973,486.975,532.179,11.92,147.168,,10.8046,6.75287,2.22333,48.9376,31.8916,2.0814,7.33,7.03283,1.30551,1.30551,0.13159,0.38,0.99216,24.67557125,7.273199999999999,82,5.8,36.6,0.5,5.3,4.5,41,119,952,0.07,19,78,199,7.5,12,3,0.05,2.5,7.2,11.2,6.3
1060,79,349,USMT01,USMT01008,Montana,2.528403437,1.4744825677919051,28.53442057,475.042,0.33889,0.9331,60.1532,3859.48,3629.49,0.17509,loam,1.73993,,1.04,2.31968,0.211,9,46.0375,258.002,327.804,463.627,512.692,10.44,152.073,,11.8089,8.27848,2.66731,34.6734,23.8312,2.13481,7.4,7.64683,1.25874,1.25874,0.1383,0.3,0.83175,23.29639984,7.1688,84,10.5,25.9,0.3,10.2,4.3,30,114,1033,0.09,18,70,211,7.2,13,4,0.03,2.4,7.2,14.4,5.2
